国家,年份,预期寿命,成人死亡率,婴儿死亡数,酒精消费,五岁以下死亡数,乙肝疫苗接种率,麻疹病例数,BMI指数,脊髓灰质炎疫苗接种率,白喉疫苗接种率,HIV/AIDS死亡率,GDP人均,人口数量(百万),10-19岁消瘦率,5-9岁消瘦率,受教育年限,发达国家,发展中国家
Lesotho,2010,45.1,548.4965,70.9,2.75,96.4,93,81,24.7,92,93,12.44,996,2.0,7.2,7.0,5.6,0,1
Lesotho,2009,44.1,558.8015,73.6,2.92,104.2,91,81,24.6,89,91,13.42,948,1.99,7.6,7.4,5.9,0,1
Lesotho,2008,43.4,569.1065,77.1,2.91,113.0,88,80,24.5,86,88,14.53,962,1.99,8.0,7.8,5.4,0,1
Lesotho,2007,42.9,579.412,73.8,2.85,114.3,90,80,24.5,87,88,15.31,912,1.99,8.4,8.3,5.5,0,1
Lesotho,2006,42.6,592.0125,74.5,2.77,116.5,91,80,24.4,88,89,16.06,874,1.99,8.8,8.7,5.4,0,1
Lesotho,2005,42.7,604.613,74.0,1.94,116.1,87,68,24.3,88,89,16.19,836,2.0,9.3,9.2,5.3,0,1
Lesotho,2004,43.1,617.2135,73.0,1.78,114.5,60,56,24.3,89,90,16.29,804,2.01,9.7,9.7,5.2,0,1
Lesotho,2003,43.8,629.815,72.2,1.97,112.7,79,47,24.2,90,90,16.46,785,2.02,1.2,1.1,5.1,0,1
Lesotho,2002,44.9,642.4155,71.2,2.93,110.7,79,50,24.1,84,84,17.08,747,2.03,1.6,1.6,5.1,0,1
Lesotho,2001,46.2,605.593,70.5,2.85,108.8,79,46,24.1,78,78,17.55,739,2.04,11.1,11.1,5.0,0,1
Lesotho,2000,47.7,568.77,70.0,3.09,106.9,79,48,24.0,82,83,18.69,715,2.03,11.5,11.6,4.9,0,1
Liberia,2015,62.3,241.0125,64.4,3.18,88.3,52,64,24.0,65,52,3.5,722,4.47,6.5,6.4,4.4,0,1
Liberia,2014,61.7,246.675,66.0,3.02,92.1,63,64,24.0,62,50,3.5,740,4.36,6.7,6.5,4.4,0,1
Liberia,2013,61.2,252.3375,66.9,3.74,92.0,76,64,24.0,80,76,3.5,754,4.25,6.8,6.7,4.4,0,1
Liberia,2012,60.7,258.0005,68.3,3.75,94.2,80,64,23.9,80,80,3.5,713,4.14,7.0,6.9,4.3,0,1
Liberia,2011,60.1,262.7215,69.9,3.73,96.7,77,64,23.9,77,77,3.5,680,4.02,7.2,7.0,4.2,0,1
Liberia,2010,59.6,267.442,71.8,3.65,99.8,47,64,23.8,71,70,3.5,649,3.89,7.4,7.2,4.1,0,1
Liberia,2009,59.0,272.1635,74.2,3.76,103.6,64,64,23.7,84,81,3.5,634,3.75,7.6,7.4,4.0,0,1
Liberia,2008,58.2,276.8845,77.2,3.9,108.2,64,64,23.7,79,75,3.5,626,3.61,7.7,7.6,4.0,0,1
Liberia,2007,57.4,281.605,80.8,4.05,114.0,58,64,23.6,67,65,3.5,609,3.46,7.9,7.8,3.9,0,1
Liberia,2006,56.4,294.2555,85.3,4.06,121.0,58,64,23.5,66,60,3.5,578,3.33,8.1,8.1,3.8,0,1
Liberia,2005,55.4,306.9055,90.7,4.2,129.6,58,64,23.4,66,60,3.5,554,3.22,8.3,8.3,3.8,0,1
Liberia,2004,54.4,319.556,97.2,4.25,139.8,58,64,23.3,47,31,3.5,540,3.14,8.5,8.5,3.7,0,1
Liberia,2003,53.6,332.2065,104.3,4.23,151.3,58,64,23.2,49,35,3.5,536,3.08,8.7,8.7,3.7,0,1
Liberia,2002,52.8,344.857,111.9,4.29,163.7,58,64,23.2,51,39,3.5,780,3.02,8.8,8.9,3.6,0,1
Liberia,2001,52.2,330.7235,119.7,4.42,176.6,58,64,23.1,54,42,3.5,770,2.95,9.0,9.0,3.5,0,1
Liberia,2000,51.7,316.589,127.9,4.47,189.7,58,64,23.0,56,46,3.5,776,2.85,9.2,9.2,3.5,0,1
Libya,2015,72.1,134.7895,11.4,0.01,13.3,97,97,28.0,97,97,0.08,7590,6.42,5.8,5.5,7.3,0,1
Libya,2014,72.0,135.968,11.8,0.01,13.8,94,92,27.9,94,94,0.08,7723,6.36,5.7,5.5,7.3,0,1
Libya,2013,71.9,137.147,12.3,0.01,14.4,96,95,27.8,96,96,0.08,10101,6.32,5.7,5.5,7.3,0,1
Libya,2012,71.9,138.3255,12.9,0.01,15.0,98,97,27.7,98,98,0.09,12386,6.29,5.6,5.4,7.3,0,1
Libya,2011,72.0,136.8525,14.9,0.01,19.4,98,97,27.7,98,98,0.09,6670,6.25,5.6,5.4,7.3,0,1
Libya,2010,72.0,135.3795,14.2,0.0,16.6,98,97,27.6,98,98,0.09,13539,6.2,5.6,5.4,7.3,0,1
Libya,2009,72.1,133.9065,15.1,0.014,17.6,98,97,27.5,98,98,0.09,13025,6.13,5.6,5.4,7.1,0,1
Libya,2008,72.2,132.4335,16.1,0.011,18.8,98,97,27.4,98,98,0.09,13794,6.06,5.5,5.4,7.0,0,1
Libya,2007,72.2,130.9605,17.3,0.007,20.2,98,97,27.4,98,98,0.09,14010,5.97,5.5,5.4,6.8,0,1
Libya,2006,72.1,133.113,18.6,0.011,21.7,98,96,27.3,98,98,0.08,13386,5.89,5.5,5.4,6.6,0,1
Libya,2005,71.9,135.266,19.8,0.005,23.1,97,95,27.2,98,98,0.08,12760,5.8,5.5,5.4,6.4,0,1
Libya,2004,71.7,137.419,21.0,0.012,24.4,99,95,27.1,97,97,0.07,11583,5.71,5.5,5.4,6.3,0,1
Libya,2003,71.5,139.5715,21.9,0.012,25.5,96,90,27.1,95,95,0.06,11265,5.62,5.6,5.4,6.1,0,1
Libya,2002,71.2,141.7245,22.7,0.002,26.5,91,86,27.0,93,93,0.06,10129,5.53,5.6,5.4,5.9,0,1
Libya,2001,71.0,143.011,23.4,0.002,27.3,93,81,26.9,94,94,0.05,10392,5.44,5.6,5.5,5.8,0,1
Libya,2000,70.9,144.2975,24.1,0.012,28.1,92,86,26.9,94,94,0.05,10747,5.36,5.7,5.5,5.6,0,1
Lithuania,2015,74.3,165.233,4.0,14.2,4.9,94,92,26.4,93,93,0.09,14264,2.9,2.6,2.6,13.0,1,0
Lithuania,2014,74.5,167.375,4.0,14.9,4.9,94,92,26.4,93,93,0.09,13850,2.93,2.6,2.7,13.0,1,0
Lithuania,2013,73.9,178.7025,4.1,14.92,5.0,93,92,26.4,93,93,0.09,13262,2.96,2.7,2.7,11.9,1,0
Lithuania,2012,73.9,179.772,4.2,14.97,5.2,93,93,26.4,93,93,0.09,12679,2.99,2.7,2.7,11.7,1,0
Lithuania,2011,73.6,184.524,4.5,14.76,5.5,95,94,26.3,92,92,0.09,12047,3.03,2.7,2.8,11.8,1,0
Lithuania,2010,73.3,191.1515,4.9,13.22,6.0,94,95,26.3,95,95,0.08,11107,3.1,2.8,2.8,11.6,1,0
Lithuania,2009,72.9,193.3095,5.4,12.97,6.7,95,94,26.3,98,98,0.08,10700,3.16,2.8,2.9,11.5,1,0
Lithuania,2008,71.8,222.743,5.9,13.79,7.3,96,96,26.3,96,96,0.08,12425,3.2,2.9,2.9,12.2,1,0
Lithuania,2007,70.9,237.8385,6.5,13.79,8.0,96,96,26.2,95,95,0.07,11985,3.23,2.9,3.0,12.1,1,0
Lithuania,2006,71.1,229.4005,6.9,13.34,8.6,95,94,26.2,94,94,0.07,10659,3.27,3.0,3.0,12.0,1,0
Lithuania,2005,71.3,222.069,7.3,12.42,9.0,95,95,26.2,93,94,0.06,9766,3.32,3.0,3.1,11.8,1,0
Lithuania,2004,72.0,205.9795,7.4,12.1,9.3,94,93,26.1,90,94,0.06,8919,3.38,3.1,3.1,11.5,1,0
Lithuania,2003,72.1,205.7495,7.6,11.29,9.5,95,93,26.1,91,94,0.05,8276,3.42,3.2,3.2,11.3,1,0
Lithuania,2002,71.8,204.012,7.9,11.0,9.9,94,95,26.1,97,95,0.05,7424,3.44,3.3,3.3,11.1,1,0
Lithuania,2001,71.7,210.133,8.2,10.2,10.3,95,96,26.0,97,95,0.12,6899,3.47,3.3,3.3,10.9,1,0
Lithuania,2000,72.0,197.9555,8.6,9.87,10.7,98,97,26.0,92,94,0.04,6423,3.5,3.4,3.4,10.7,1,0
Luxembourg,2015,82.3,54.393,2.3,11.37,2.8,94,86,26.3,99,99,0.1,105462,0.57,1.0,0.9,12.0,1,0
Luxembourg,2014,82.2,58.7975,2.3,11.42,2.8,94,86,26.2,99,99,0.1,105584,0.56,1.0,0.9,12.0,1,0
Luxembourg,2013,81.8,66.6085,2.3,11.25,2.8,94,86,26.2,99,99,0.1,105339,0.54,0.9,0.9,11.8,1,0
Luxembourg,2012,81.4,68.2955,2.3,11.67,2.8,94,86,26.2,99,99,0.1,104488,0.53,0.9,0.9,11.8,1,0
Luxembourg,2011,81.0,66.33,2.3,11.74,2.8,95,86,26.1,96,99,0.1,105290,0.52,0.9,0.9,11.8,1,0
Luxembourg,2010,80.6,74.016,2.3,11.84,2.8,94,86,26.1,96,99,0.1,106544,0.51,0.9,0.9,11.8,1,0
Luxembourg,2009,80.6,73.2125,2.4,11.98,2.9,95,86,26.1,96,99,0.09,104574,0.5,0.9,0.9,11.8,1,0
Luxembourg,2008,80.5,71.6035,2.4,11.99,3.0,94,86,26.0,96,99,0.09,110095,0.49,0.9,0.9,11.7,1,0
Luxembourg,2007,79.4,78.1125,2.5,12.27,3.1,87,86,26.0,96,99,0.09,112418,0.48,0.9,0.9,11.7,1,0
Luxembourg,2006,79.3,87.8075,2.6,12.5,3.2,95,86,25.9,99,99,0.08,105614,0.47,0.9,0.9,11.5,1,0
Luxembourg,2005,79.4,79.786,2.8,12.31,3.4,95,86,25.9,99,99,0.08,101222,0.47,1.0,0.9,11.3,1,0
Luxembourg,2004,79.1,86.0865,2.9,12.34,3.5,94,86,25.8,99,99,0.07,100293,0.46,1.0,0.9,11.1,1,0
Luxembourg,2003,77.7,87.4675,3.1,12.52,3.8,95,86,25.7,99,98,0.07,97598,0.45,1.0,0.9,10.9,1,0
Luxembourg,2002,78.0,98.426,3.3,12.88,4.0,95,86,25.7,99,99,0.07,96270,0.45,1.0,0.9,10.7,1,0
Luxembourg,2001,77.8,94.658,3.5,13.1,4.2,86,86,25.6,99,99,0.06,94244,0.44,1.0,1.0,10.5,1,0
Luxembourg,2000,77.9,100.072,3.7,13.21,4.5,77,86,25.6,99,99,0.06,92528,0.44,1.0,1.0,10.3,1,0
Madagascar,2015,65.5,218.4575,41.3,0.86,59.0,69,64,21.3,68,69,0.24,467,24.23,7.1,7.1,6.1,0,1
Madagascar,2014,65.1,223.12,42.3,0.87,60.8,73,64,21.2,71,73,0.22,465,23.59,7.2,7.1,6.1,0,1
Madagascar,2013,64.7,227.7835,43.4,0.85,62.7,74,64,21.2,72,74,0.2,463,22.96,7.3,7.2,6.1,0,1
Madagascar,2012,64.3,232.446,44.6,0.85,64.8,68,64,21.1,71,70,0.18,465,22.35,7.4,7.3,6.1,0,1
Madagascar,2011,63.8,237.6755,45.8,0.89,67.0,73,64,21.1,73,73,0.15,464,21.74,7.5,7.4,6.1,0,1
Madagascar,2010,63.4,242.9055,47.1,0.96,69.3,70,64,21.1,70,70,0.14,469,21.15,7.6,7.5,6.0,0,1
Madagascar,2009,62.9,248.135,48.6,0.83,72.0,77,64,21.0,76,77,0.12,480,20.57,7.7,7.6,5.9,0,1
Madagascar,2008,62.5,253.3645,50.3,0.61,74.8,77,64,21.0,77,77,0.1,514,20.0,7.8,7.7,5.9,0,1
Madagascar,2007,62.1,258.5945,52.0,0.64,77.9,84,64,20.9,83,84,0.09,495,19.43,7.9,7.8,5.8,0,1
Madagascar,2006,61.7,261.1205,53.9,0.59,81.3,82,64,20.9,83,85,0.08,482,18.88,8.0,7.9,5.7,0,1
Madagascar,2005,61.2,263.646,55.9,0.74,84.8,81,64,20.9,80,85,0.06,471,18.34,8.1,8.0,5.6,0,1
Madagascar,2004,60.8,266.172,58.0,0.8,88.5,71,64,20.8,74,78,0.05,463,17.8,8.2,8.1,5.5,0,1
Madagascar,2003,60.3,268.6985,60.2,0.83,92.4,61,64,20.8,65,66,0.04,453,17.28,8.3,8.3,5.4,0,1
Madagascar,2002,59.7,271.224,62.5,0.8,96.5,51,64,20.7,61,62,0.04,426,16.77,8.5,8.4,5.3,0,1
Madagascar,2001,59.1,276.098,64.9,1.05,100.8,61,64,20.7,60,60,0.03,501,16.26,8.6,8.5,5.2,0,1
Madagascar,2000,58.5,280.972,67.5,1.17,105.4,61,64,20.6,58,57,0.02,488,15.77,8.7,8.6,5.2,0,1
Malawi,2015,62.0,294.858,36.7,2.04,53.3,88,64,22.8,88,88,2.59,381,16.75,6.4,6.2,4.4,0,1
Malawi,2014,61.0,305.0855,39.2,2.01,57.6,91,64,22.8,87,91,2.95,381,16.29,6.5,6.3,4.4,0,1
Malawi,2013,59.9,315.314,42.2,2.02,63.4,89,64,22.7,89,89,3.32,370,15.84,6.5,6.4,4.4,0,1
Malawi,2012,58.6,325.5425,45.6,1.87,70.7,96,64,22.6,95,96,3.69,362,15.4,6.6,6.5,4.3,0,1
Malawi,2011,57.2,357.892,48.8,1.88,77.6,97,64,22.6,97,97,4.0,366,14.96,6.7,6.6,4.3,0,1
Malawi,2010,55.6,390.2415,52.4,1.69,84.2,93,64,22.5,86,93,4.4,359,14.54,6.8,6.7,4.3,0,1
Malawi,2009,53.9,422.591,54.5,1.73,89.4,93,64,22.4,93,93,4.66,346,14.13,6.9,6.8,4.1,0,1
Malawi,2008,52.2,454.9405,56.5,1.9,94.5,91,64,22.4,92,91,4.96,328,13.73,7.0,6.9,3.9,0,1
Malawi,2007,50.6,487.29,59.6,1.93,99.9,87,64,22.3,88,87,5.58,314,13.34,7.1,7.0,3.8,0,1
Malawi,2006,49.1,508.1255,61.6,1.94,104.2,99,64,22.2,99,99,5.99,295,12.97,7.3,7.1,3.6,0,1
Malawi,2005,47.8,528.961,65.0,1.45,110.5,93,64,22.1,94,93,6.42,289,12.63,7.4,7.2,3.4,0,1
Malawi,2004,46.8,549.7965,70.1,1.25,119.7,89,64,22.1,94,89,6.97,287,12.3,7.5,7.4,3.3,0,1
Malawi,2003,46.1,570.632,76.8,1.22,131.6,84,64,22.0,85,84,7.52,279,12.0,7.6,7.5,3.3,0,1
Malawi,2002,45.5,591.4675,84.6,1.25,145.5,64,64,21.9,79,64,8.06,271,11.71,7.7,7.6,3.2,0,1
Malawi,2001,45.2,581.009,92.9,1.3,160.5,79,64,21.8,86,90,8.8,273,11.43,7.9,7.7,3.1,0,1
Malawi,2000,45.1,570.551,100.5,1.36,174.6,79,64,21.7,73,75,9.54,294,11.15,8.0,7.9,3.0,0,1
Malaysia,2015,75.5,121.723,6.9,0.55,8.1,99,99,25.6,99,99,0.14,9955,30.27,7.5,7.3,10.2,0,1
Malaysia,2014,75.3,123.1955,6.8,0.54,8.0,96,99,25.5,97,97,0.15,9601,29.87,7.6,7.4,10.1,0,1
Malaysia,2013,75.1,124.668,6.8,0.55,8.0,96,99,25.4,97,97,0.15,9179,29.47,7.8,7.6,10.1,0,1
Malaysia,2012,74.9,126.1405,6.8,0.55,8.0,97,99,25.3,97,97,0.16,8889,29.07,7.9,7.7,10.1,0,1
Malaysia,2011,74.7,126.7315,6.8,0.54,8.0,96,95,25.1,96,96,0.16,8550,28.65,8.0,7.8,10.1,0,1
Malaysia,2010,74.5,127.3235,6.9,0.52,8.1,96,95,25.0,96,96,0.17,8248,28.21,8.2,8.0,9.8,0,1
Malaysia,2009,74.3,127.9145,6.9,0.5,8.1,96,95,24.9,97,97,0.18,7809,27.74,8.3,8.2,9.6,0,1
Malaysia,2008,74.1,128.5065,6.9,0.5,8.1,97,93,24.8,97,97,0.18,8074,27.24,8.5,8.3,9.4,0,1
Malaysia,2007,73.9,129.098,6.9,0.46,8.1,96,92,24.7,97,97,0.19,7850,26.72,8.7,8.5,8.8,0,1
Malaysia,2006,73.7,129.376,7.0,0.45,8.1,95,90,24.6,95,95,0.2,7531,26.2,8.8,8.6,8.2,0,1
Malaysia,2005,73.6,129.6545,7.0,0.49,8.2,96,91,24.5,96,96,0.21,7275,25.69,9.0,8.8,7.6,0,1
Malaysia,2004,73.4,129.9325,7.1,0.51,8.3,94,91,24.3,95,95,0.22,7044,25.19,9.2,8.9,7.8,0,1
Malaysia,2003,73.2,130.2105,7.3,0.51,8.5,95,91,24.2,96,96,0.24,6728,24.7,9.3,9.1,8.0,0,1
Malaysia,2002,73.0,130.4885,7.6,0.52,8.9,95,91,24.1,94,94,0.25,6488,24.21,9.5,9.3,8.2,0,1
Malaysia,2001,72.8,132.819,8.1,0.52,9.4,95,91,24.0,95,96,0.27,6286,23.71,9.7,9.4,8.4,0,1
Malaysia,2000,72.6,135.1495,8.7,0.56,10.2,97,91,23.8,98,98,0.26,6393,23.19,9.8,9.6,8.6,0,1
Maldives,2015,77.7,68.362,8.4,1.26,9.8,99,99,25.3,99,99,0.17,9033,0.45,13.6,13.6,6.3,0,1
Maldives,2014,77.4,70.354,9.1,1.3,10.5,99,97,25.2,99,99,0.17,9182,0.44,13.6,13.7,6.2,0,1
Maldives,2013,77.0,72.3455,9.7,1.16,11.3,99,99,25.0,99,99,0.17,8955,0.42,13.7,13.8,5.7,0,1
Maldives,2012,76.7,74.337,10.4,1.23,12.1,99,99,24.9,99,99,0.17,8733,0.4,13.8,13.9,5.5,0,1
Maldives,2011,76.3,75.29,11.1,1.69,12.9,96,96,24.7,96,96,0.17,8893,0.38,13.9,14.0,5.2,0,1
Maldives,2010,75.9,76.243,11.9,1.58,13.9,97,96,24.6,97,96,0.17,8522,0.37,14.0,14.1,4.9,0,1
Maldives,2009,75.5,77.1955,12.8,1.41,14.9,98,96,24.4,98,98,0.17,8222,0.35,14.1,14.2,4.7,0,1
Maldives,2008,75.1,78.1485,13.8,1.52,16.1,98,76,24.2,98,98,0.17,9119,0.34,14.2,14.3,4.3,0,1
Maldives,2007,74.6,79.101,15.1,1.51,17.6,98,56,24.1,98,98,0.17,8535,0.34,14.3,14.4,3.9,0,1
Maldives,2006,74.1,86.81,16.5,1.41,19.3,98,76,24.0,98,98,0.17,8110,0.33,14.3,14.5,3.6,0,1
Maldives,2005,73.6,94.5185,18.3,1.23,21.5,98,69,23.8,98,98,0.17,6589,0.32,14.4,14.5,3.5,0,1
Maldives,2004,73.0,102.2275,21.4,1.67,26.9,97,67,23.7,96,96,0.17,7788,0.31,14.5,14.6,3.4,0,1
Maldives,2003,72.4,109.936,22.8,1.95,27.1,98,71,23.5,98,98,0.17,7553,0.3,14.6,14.7,3.3,0,1
Maldives,2002,71.7,117.6445,25.5,1.82,30.7,98,69,23.4,98,98,0.17,6832,0.29,14.6,14.7,3.2,0,1
Maldives,2001,71.0,124.3175,28.5,1.74,34.6,98,69,23.3,97,98,0.17,6544,0.29,14.7,14.8,3.1,0,1
Maldives,2000,70.2,130.99,31.7,1.99,39.0,96,70,23.1,98,98,0.17,6982,0.28,14.8,14.8,3.0,0,1
Mali,2015,57.5,267.5905,66.8,0.62,108.3,64,64,22.9,67,64,0.39,751,17.44,7.7,7.5,2.3,0,1
Mali,2014,57.0,272.427,68.7,0.61,112.4,73,64,22.9,62,73,0.42,729,16.93,7.9,7.7,2.3,0,1
Mali,2013,56.6,277.2635,70.6,0.58,116.6,69,64,22.8,57,69,0.44,701,16.45,8.1,7.9,2.2,0,1
Mali,2012,56.1,282.1,72.6,0.61,121.0,66,64,22.7,65,66,0.42,705,15.98,8.3,8.1,2.1,0,1
Mali,2011,55.7,283.9665,74.6,0.62,125.6,66,64,22.6,72,66,0.46,732,15.51,8.5,8.3,2.0,0,1
Mali,2010,55.3,285.833,76.7,0.6,130.3,72,64,22.6,77,73,0.52,732,15.05,8.8,8.5,2.0,0,1
Mali,2009,54.8,287.6995,78.8,0.57,135.1,71,64,22.5,77,73,0.56,717,14.58,9.0,8.8,1.9,0,1
Mali,2008,54.2,289.566,81.1,0.58,140.2,74,64,22.4,74,74,0.62,707,14.11,9.2,9.0,1.9,0,1
Mali,2007,53.6,291.4325,83.3,0.56,145.4,74,64,22.3,76,74,0.65,697,13.65,9.4,9.3,1.8,0,1
Mali,2006,52.8,296.9175,85.7,0.55,150.8,90,64,22.2,79,78,0.72,697,13.2,9.7,9.5,1.7,0,1
Mali,2005,52.1,302.4025,88.1,0.55,156.4,83,64,22.1,78,77,0.76,688,12.78,9.9,9.7,1.7,0,1
Mali,2004,51.2,307.8875,90.7,0.55,162.2,73,64,22.0,70,69,0.81,667,12.37,1.1,1.0,1.6,0,1
Mali,2003,50.4,313.3725,93.3,0.56,168.3,79,64,21.9,67,63,0.86,678,11.98,1.3,1.2,1.5,0,1
Mali,2002,49.5,318.8575,96.1,0.61,174.7,78,64,21.8,65,61,0.92,641,11.62,1.5,1.5,1.4,0,1
Mali,2001,48.8,323.509,98.8,0.6,181.1,78,64,21.6,56,49,0.99,641,11.27,1.8,1.7,1.3,0,1
Mali,2000,48.1,328.1605,101.5,0.58,187.4,78,64,21.5,53,43,1.07,572,10.95,11.0,1.9,1.2,0,1
Malta,2015,81.9,51.8135,5.7,7.37,6.6,95,91,27.1,97,97,0.08,24922,0.45,0.8,0.8,11.2,1,0
Malta,2014,82.0,52.6155,5.8,7.14,6.6,90,94,27.1,99,99,0.08,23286,0.43,0.8,0.8,11.1,1,0
Malta,2013,81.7,53.4165,5.8,7.32,6.6,94,88,27.1,99,99,0.08,22071,0.43,0.8,0.7,11.0,1,0
Malta,2012,80.7,54.218,5.8,7.18,6.6,93,91,27.1,99,99,0.08,21222,0.42,0.8,0.7,10.8,1,0
Malta,2011,80.7,54.9785,5.8,6.89,6.6,82,85,27.1,96,96,0.08,20566,0.42,0.8,0.7,10.5,1,0
Malta,2010,81.4,55.7385,5.8,6.99,6.7,75,85,27.1,76,76,0.08,20558,0.41,0.8,0.7,10.3,1,0
Malta,2009,80.2,56.4985,5.9,7.1,6.7,86,85,27.1,73,73,0.08,19574,0.41,0.8,0.7,10.2,1,0
Malta,2008,79.6,57.259,5.9,6.87,6.8,86,83,27.1,72,72,0.08,19948,0.41,0.7,0.7,10.0,1,0
Malta,2007,79.8,58.0185,6.0,7.47,6.8,82,77,27.1,76,74,0.08,19338,0.41,0.7,0.7,9.9,1,0
Malta,2006,79.4,58.798,6.0,8.25,6.9,86,86,27.1,83,85,0.08,18522,0.41,0.7,0.7,9.8,1,0
Malta,2005,79.3,59.577,6.1,6.14,7.0,85,60,27.1,94,92,0.08,18134,0.4,0.7,0.7,9.8,1,0
Malta,2004,79.3,60.357,6.2,6.61,7.1,85,31,27.0,89,89,0.08,17653,0.4,0.7,0.7,8.6,1,0
Malta,2003,78.5,61.136,6.3,6.54,7.2,89,59,27.0,94,94,0.08,17747,0.4,0.7,0.7,8.5,1,0
Malta,2002,78.7,61.9155,6.5,6.12,7.3,86,50,27.0,95,95,0.08,17165,0.4,0.7,0.7,8.3,1,0
Malta,2001,78.8,62.98,6.6,5.99,7.5,86,47,26.9,95,95,0.08,16860,0.39,0.7,0.7,8.2,1,0
Malta,2000,78.3,64.045,6.9,5.94,7.8,86,52,26.9,94,94,0.08,17189,0.39,0.8,0.7,8.1,1,0
Mauritania,2015,63.9,203.5835,55.0,0.0,82.7,73,64,24.9,67,73,0.15,1524,4.05,7.8,7.5,4.3,0,1
Mauritania,2014,63.7,205.0555,56.2,0.0,85.1,84,64,24.8,81,84,0.14,1489,3.93,8.0,7.7,4.3,0,1
Mauritania,2013,63.4,206.528,57.5,0.0,87.7,80,64,24.8,80,80,0.16,1470,3.82,8.1,7.9,4.1,0,1
Mauritania,2012,63.1,208.0,58.8,0.0,90.5,80,64,24.7,80,80,0.17,1454,3.71,8.3,8.1,4.0,0,1
Mauritania,2011,62.8,210.0,60.0,0.0,93.0,75,64,24.6,73,75,0.18,1433,3.6,8.5,8.3,3.9,0,1
Mauritania,2010,62.5,212.0,61.2,0.0,95.6,64,64,24.6,52,64,0.19,1417,3.49,8.7,8.5,3.8,0,1
Mauritania,2009,62.3,214.0,62.5,0.004,98.4,64,64,24.5,63,64,0.21,1422,3.39,8.9,8.7,3.7,0,1
Mauritania,2008,62.0,216.0,63.8,0.018,101.1,74,64,24.4,73,74,0.24,1462,3.3,9.2,8.9,3.6,0,1
Mauritania,2007,61.8,218.0,65.0,0.022,103.7,74,64,24.4,75,75,0.28,1510,3.2,9.4,9.1,3.5,0,1
Mauritania,2006,61.6,219.9,66.1,0.011,106.1,68,64,24.3,68,68,0.32,1585,3.11,9.6,9.4,3.4,0,1
Mauritania,2005,61.3,221.8,67.0,0.014,108.1,42,64,24.2,71,71,0.37,1379,3.02,9.8,9.6,3.4,0,1
Mauritania,2004,61.2,223.7,67.8,0.014,109.7,61,64,24.1,68,70,0.4,1307,2.94,1.0,9.8,3.3,0,1
Mauritania,2003,61.0,225.6,68.3,0.004,110.8,61,64,24.0,75,76,0.42,1283,2.86,1.3,1.1,3.2,0,1
Mauritania,2002,60.9,227.5,68.6,0.012,111.5,61,64,23.9,91,89,0.45,1234,2.78,1.5,1.3,3.1,0,1
Mauritania,2001,60.8,228.7,68.9,0.012,112.1,61,64,23.8,75,75,0.47,1252,2.7,1.7,1.5,3.0,0,1
Mauritania,2000,60.7,229.9,69.1,0.03,112.5,61,64,23.7,58,51,0.48,1296,2.63,1.9,1.7,3.0,0,1
Mauritius,2015,74.4,144.3615,12.8,2.83,14.5,97,96,25.2,98,97,0.7,9260,1.26,6.9,6.8,9.1,0,1
Mauritius,2014,74.2,145.373,12.9,3.06,14.8,97,85,25.2,98,97,0.76,8955,1.26,7.0,6.9,9.1,0,1
Mauritius,2013,74.0,146.3845,13.1,3.17,15.0,98,85,25.1,98,98,0.81,8647,1.26,7.0,7.0,8.9,0,1
Mauritius,2012,73.9,147.395,13.0,3.17,14.9,98,90,25.1,98,98,0.89,8384,1.26,7.1,7.0,8.6,0,1
Mauritius,2011,73.3,149.406,12.6,3.36,14.6,98,89,25.0,98,98,0.97,8124,1.25,7.1,7.1,8.5,0,1
Mauritius,2010,73.0,151.4165,12.5,3.15,14.5,99,90,25.0,99,99,1.01,7818,1.25,7.2,7.2,8.2,0,1
Mauritius,2009,72.9,153.4275,12.5,2.8,14.6,99,85,24.9,99,99,1.04,7508,1.25,7.3,7.3,8.0,0,1
Mauritius,2008,72.6,155.438,12.7,2.47,14.9,99,83,24.9,99,99,1.05,7286,1.24,7.4,7.3,7.8,0,1
Mauritius,2007,72.6,157.4485,13.0,3.23,15.2,97,80,24.9,96,97,1.05,6939,1.24,7.5,7.4,7.6,0,1
Mauritius,2006,72.4,159.331,13.2,3.72,15.5,97,85,24.8,98,97,1.05,6593,1.23,7.6,7.5,7.4,0,1
Mauritius,2005,72.4,161.214,13.4,3.83,15.6,97,78,24.8,97,97,1.08,6316,1.23,7.7,7.6,7.2,0,1
Mauritius,2004,72.3,163.0965,13.5,4.1,15.8,98,80,24.7,98,98,1.11,6243,1.22,7.8,7.7,7.0,0,1
Mauritius,2003,72.1,164.979,13.8,4.02,16.0,97,81,24.7,99,99,1.16,6022,1.21,7.9,7.8,6.8,0,1
Mauritius,2002,72.0,166.862,14.4,3.91,16.6,88,80,24.6,88,88,1.2,5726,1.2,7.9,7.9,6.6,0,1
Mauritius,2001,71.8,169.8725,15.3,4.31,17.5,92,80,24.5,93,92,1.21,5674,1.2,8.0,8.0,6.4,0,1
Mauritius,2000,71.7,172.883,16.6,4.58,18.8,88,80,24.5,88,88,1.21,5534,1.19,8.1,8.1,6.2,0,1
Mexico,2015,74.9,110.8405,13.9,4.24,16.2,82,96,27.9,87,87,0.16,9617,121.86,1.5,1.5,8.6,0,1
